18.01528
1.00000e-08  2.00000e+02  Out_00000_42000_00200_n800.bin
4.64159e-04  4.00000e+02  Out_00000_42000_00400_n333.bin
2.15443e+00  3.00000e+02  Out_00000_42000_00300_p033.bin
1.00000e-03  2.50000e+03  Out_00000_42000_02500_n300.bin
2.15443e-04  4.30000e+03  Out_00000_42000_04300_n366.bin
2.15443e-05  5.00000e+01  Out_00000_42000_00050_n466.bin
1.00000e-01  3.50000e+02  Out_00000_42000_00350_n100.bin 
