#observation description
#name
Generic Brown Dwarf

#type
spectroscopy

#wavelength (micron) flux (W m-2 mu-1) error
8.546470e-01	1.387363e-17	2.186480e-17
8.577970e-01	1.255866e-17	2.186480e-17
8.609660e-01	1.931802e-17	2.186480e-17
8.641550e-01	1.090638e-17	2.186480e-17
8.673640e-01	2.193508e-17	2.186480e-17
8.705910e-01	4.141913e-18	2.186480e-17
8.738380e-01	1.657746e-17	2.186480e-17
8.771040e-01	1.052417e-17	2.186480e-17
8.803890e-01	1.222399e-17	2.186480e-17
8.836930e-01	2.124342e-17	2.186480e-17
8.870150e-01	2.448848e-17	2.186480e-17
8.903570e-01	1.725733e-17	2.186480e-17
8.937170e-01	3.114888e-17	2.186480e-17
8.970950e-01	2.206819e-17	2.186480e-17
9.004920e-01	3.883850e-17	2.186480e-17
9.039080e-01	5.955548e-17	2.186480e-17
9.073410e-01	7.830636e-17	2.186480e-17
9.107930e-01	5.132391e-17	2.186480e-17
9.142620e-01	7.453107e-17	2.186480e-17
9.177490e-01	7.651153e-17	2.186480e-17
9.212540e-01	1.078579e-16	2.186480e-17
9.247760e-01	1.258127e-16	2.186480e-17
9.283160e-01	5.649021e-17	2.186480e-17
9.318730e-01	2.334279e-17	2.186480e-17
9.354470e-01	5.743635e-17	2.186480e-17
9.390380e-01	8.522438e-17	2.186480e-17
9.426450e-01	8.770023e-17	2.186480e-17
9.462690e-01	9.876098e-17	2.186480e-17
9.499100e-01	9.787191e-17	2.186480e-17
9.535660e-01	9.814358e-17	2.186480e-17
9.572390e-01	1.058778e-16	2.186480e-17
9.609280e-01	8.477446e-17	2.186480e-17
9.646330e-01	1.411845e-16	2.186480e-17
9.683530e-01	1.574344e-16	2.186480e-17
9.720880e-01	1.881359e-16	2.186480e-17
9.758390e-01	2.110788e-16	2.186480e-17
9.796040e-01	2.454325e-16	2.186480e-17
9.833850e-01	2.537859e-16	2.186480e-17
9.871800e-01	2.849808e-16	2.186480e-17
9.909890e-01	3.536783e-16	2.186480e-17
9.948130e-01	3.305260e-16	2.186480e-17
9.986510e-01	3.812045e-16	2.186480e-17
1.002500e+00	3.865316e-16	2.186480e-17
1.006370e+00	4.202691e-16	2.186480e-17
1.010250e+00	4.694466e-16	2.186480e-17
1.014140e+00	4.892065e-16	2.186480e-17
1.018040e+00	5.006098e-16	2.186480e-17
1.021960e+00	5.877406e-16	2.186480e-17
1.025890e+00	5.996415e-16	2.186480e-17
1.029840e+00	6.809955e-16	2.186480e-17
1.033790e+00	7.065639e-16	2.186480e-17
1.037760e+00	7.959660e-16	2.186480e-17
1.041740e+00	8.534512e-16	2.186480e-17
