# Average Spectral response curve for IRAC 8.0 micron array

#Detector Type
Photon counter

# Wave (microns)     Filter Response
8.191820        0.310614
8.204780        0.311808
8.217790        0.312865
8.230830        0.313296
8.243920        0.313292
8.257040        0.313087
8.270210        0.312714
8.283420        0.312390
8.296680        0.312356
8.309970        0.312516
8.323310        0.312423
8.336690        0.311900
8.350120        0.311290
8.363590        0.310846
8.377100        0.310661
8.390650        0.310761
8.404250        0.311228
8.417890        0.312106
8.431580        0.312839
8.445310        0.313163
8.459090        0.313167
8.472910        0.312692
8.486780        0.312128
8.500690        0.311675
8.514650        0.311515
8.528660        0.311915
8.542710        0.312174
8.556800        0.312236
8.570950        0.312303
8.585140        0.311731
8.599380        0.310570
8.613660        0.308949
8.627990        0.306698
8.642370        0.304035
8.656800        0.301036
8.671280        0.297794
8.685800        0.294958
8.700370        0.293026
8.715000        0.292049
8.729670        0.292207
8.744390        0.293146
8.759160        0.294361
8.773980        0.295734
8.788850        0.296690
8.803770        0.296875
8.818750        0.296350
8.833770        0.295170
8.848850        0.293511
8.863970        0.291347
8.879150        0.289068
8.894380        0.287034
8.909660        0.284994
8.925000        0.282948
8.940380        0.281014
8.955830        0.279047
8.971320        0.276912
8.986870        0.274802
9.002470        0.272797
9.018130        0.270570
9.033840        0.268205
9.049600        0.265820
9.065430        0.263253
9.081300        0.260347
9.097230        0.256703
9.113220        0.252138
9.129270        0.246486
9.145370        0.239588
9.161520        0.231820
9.177740        0.222756
9.194010        0.212593
9.210340        0.202204
9.226730        0.191229
9.243180        0.179952
9.259680        0.169051
9.276250        0.158314
9.292870        0.147968
9.309560        0.137834
9.326300        0.127414
9.343100        0.116542
9.359970        0.105201
9.376900        0.093686
9.393880        0.082151
9.410930        0.070617
9.428040        0.059381
9.445220        0.048661
9.462450        0.038775
9.479750        0.030172
9.497110        0.022982
9.514540        0.017118
9.532030        0.012492
9.549580        0.008907
9.567200        0.006160
9.584890        0.004177
9.602640        0.002877
9.620450        0.002016
9.638330        0.001397
9.656280        0.000958
9.674300        0.000613
9.692380        0.000363
9.710530        0.000216
9.728750        0.000137
