# Average Spectral response curve for IRAC 4.5 micron array

#Detector Type
Photon counter

# Wave (microns)     Filter Response
4.779190        0.458851
4.783600        0.455050
4.788020        0.451995
4.792440        0.450404
4.796880        0.449319
4.801320        0.447512
4.805770        0.445990
4.810230        0.444372
4.814690        0.442696
4.819170        0.442563
4.823650        0.442495
4.828140        0.440870
4.832640        0.440260
4.837150        0.441332
4.841660        0.441439
4.846190        0.440868
4.850720        0.441356
4.855270        0.441472
4.859820        0.441136
4.864370        0.441813
4.868940        0.441815
4.873520        0.441976
4.878100        0.442350
4.882700        0.442603
4.887300        0.444116
4.891910        0.444518
4.896530        0.444639
4.901160        0.445277
4.905790        0.445892
4.910440        0.445090
4.915090        0.442630
4.919760        0.440412
4.924430        0.437743
4.929110        0.433411
4.933800        0.426589
4.938500        0.418705
4.943210        0.411627
4.947920        0.403918
4.952650        0.395550
4.957380        0.388387
4.962130        0.382133
4.966880        0.377022
4.971640        0.373420
4.976410        0.370693
4.981190        0.368590
4.985980        0.364905
4.990780        0.357530
4.995590        0.343998
5.000410        0.321965
5.005230        0.289699
5.010070        0.246472
5.014920        0.196286
5.019770        0.146317
5.024630        0.103365
5.029510        0.070209
5.034390        0.046320
5.039280        0.030181
5.044190        0.019332
5.049100        0.012136
5.054020        0.007448
5.058950        0.004313
5.063890        0.002432
5.068840        0.001329
5.073800        0.000759
5.078770        0.000486
5.083750        0.000365
5.088740        0.000355
5.093740        0.000358
5.098740        0.000300
5.103760        0.000213
5.108790        0.000205
5.113830        0.000135
5.118880        0.000134
5.123940        0.000139
5.129000        0.000180
5.134080        0.000265
5.139170        0.000254
5.144270        0.000298
5.149380        0.000303
5.154500        0.000270
5.159630        0.000347
5.164760        0.000418
5.169910        0.000420
5.175070        0.000418
5.180240        0.000449
5.185420        0.000438
5.190610        0.000369
5.195810        0.000382
5.201030        0.000421
5.206250        0.000381
5.211480        0.000342
5.216720        0.000358
5.221980        0.000349
